timestamp_ms,execution_count,partConveyorForward,partConveyorBackward,boxConveyorForward,boxConveyorBackward,exitConveyor,grab,c,spX,spY,spZ,partAtPlace,boxAtPlace,detected,posX,posY,posZ,counter
0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
88,10,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
176,20,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
274,30,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
363,40,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
452,50,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
540,60,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
629,70,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
721,80,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
809,90,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
899,100,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
989,110,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1078,120,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1169,130,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1258,140,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1346,150,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1433,160,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1522,170,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1610,180,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1700,190,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1789,200,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1896,210,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1985,220,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2074,230,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2163,240,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2252,250,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2341,260,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2430,270,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2519,280,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2608,290,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2697,300,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2786,310,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2874,320,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2963,330,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3049,340,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3138,350,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3227,360,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3315,370,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3406,380,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3495,390,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3584,400,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3673,410,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3762,420,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3851,430,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
3939,440,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4027,450,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4115,460,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4204,470,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4292,480,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4381,490,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4470,500,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4559,510,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4648,520,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4737,530,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4826,540,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4916,550,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
5004,560,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
5093,570,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5182,580,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5272,590,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5361,600,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5449,610,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5538,620,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5626,630,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5715,640,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5805,650,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5900,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5988,670,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,0,0,0
6076,680,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,0.33039856,0,0
6165,690,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,1.1886597,0,0
6255,700,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,2.2558289,0,0
6344,710,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,3.2098083,0,0
6433,720,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,4.188904,0,0
6522,730,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,4.9901886,0,0
6613,740,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.2680817,0,0
6701,750,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.3944855,0,0
6789,760,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.451996,0,0
6877,770,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4813385,0,0
6964,780,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.491516,0,0
7051,790,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4961243,0,0
7141,800,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.497925,0,0
7228,810,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4992523,0,0
7315,820,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4997253,0,0
7405,830,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.499878,0,0
7493,840,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
7583,850,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
7672,860,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
7760,870,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
7850,880,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
7938,890,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8026,900,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8116,910,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8205,920,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8293,930,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8381,940,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8471,950,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8558,960,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8645,970,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8735,980,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8824,990,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
8912,1000,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9001,1010,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9091,1020,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9179,1030,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9268,1040,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9357,1050,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9445,1060,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9533,1070,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9622,1080,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9712,1090,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9802,1100,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9891,1110,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
9979,1120,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10068,1130,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10158,1140,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10247,1150,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10335,1160,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10424,1170,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10514,1180,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10603,1190,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10691,1200,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10780,1210,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10868,1220,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
10957,1230,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11052,1240,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11141,1250,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11230,1260,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11320,1270,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11409,1280,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11499,1290,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11587,1300,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11677,1310,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11766,1320,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11856,1330,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
11944,1340,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12032,1350,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12120,1360,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12209,1370,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12298,1380,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12386,1390,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12476,1400,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12565,1410,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12655,1420,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12745,1430,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12835,1440,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
12923,1450,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13013,1460,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13102,1470,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13192,1480,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13281,1490,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13370,1500,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13458,1510,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13548,1520,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13637,1530,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13727,1540,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13816,1550,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13906,1560,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
13996,1570,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14084,1580,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14173,1590,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14262,1600,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14350,1610,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14440,1620,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14529,1630,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14619,1640,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14708,1650,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14797,1660,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14887,1670,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
14977,1680,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15066,1690,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15155,1700,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15244,1710,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15331,1720,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15420,1730,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15510,1740,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15599,1750,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15694,1760,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15784,1770,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15874,1780,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
15964,1790,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16053,1800,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16142,1810,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16231,1820,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16320,1830,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16408,1840,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16497,1850,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16588,1860,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16677,1870,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16765,1880,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16854,1890,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
16942,1900,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17030,1910,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17118,1920,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17208,1930,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17297,1940,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17387,1950,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17476,1960,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17565,1970,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17651,1980,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17739,1990,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17827,2000,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
17916,2010,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18005,2020,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18094,2030,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18183,2040,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18271,2050,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18360,2060,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18448,2070,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18537,2080,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18627,2090,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18716,2100,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18803,2110,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18892,2120,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
18984,2130,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19074,2140,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19163,2150,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19251,2160,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19339,2170,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19429,2180,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19518,2190,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19608,2200,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
19698,2210,0,0,0,0,0,0,0,-1,5.5,0,0,0,0,0,5.4999084,0,0
